Name,GICS Sub-Industry,returns,variances,Group
Salesforce-com,Application Software,0.4244612162339232,0.5077784616126083,2
Seagate Technology,"Technology Hardware, Storage & Peripherals",-0.07684599731443154,0.4307660170494426,3
ServiceNow,Systems Software,0.6699734114913909,0.4972518579690541,2
Skyworks Solutions,Semiconductors,0.35294643483413335,0.5561622288328696,0
Synopsys Inc-,Application Software,0.48198326827905813,0.4271069400633456,2
TE Connectivity Ltd-,Electronic Manufacturing Services,0.16261561982015849,0.48104689396929534,0
Teradyne,Semiconductor Equipment,0.42655809782552634,0.5275523775734577,2
Texas Instruments,Semiconductors,0.2833293539697799,0.4310057480480151,0
Tyler Technologies,Application Software,0.37915329359954697,0.3443694707282472,0
Verisign Inc-,Internet Services & Infrastructure,0.060747404536558136,0.3991190592862396,3
Visa Inc-,Data Processing & Outsourced Services,0.15771233660879602,0.42477208610405126,0
Western Digital,"Technology Hardware, Storage & Peripherals",-0.19382968904421416,0.6879824103190731,1
Western Union Co,Data Processing & Outsourced Services,-0.23251567345116309,0.4282683469018681,1
Xerox,"Technology Hardware, Storage & Peripherals",-0.5874785389037118,0.6558713468462293,1
Xilinx,Semiconductors,0.30962091278567616,0.4823413048552067,0
Zebra Technologies,Electronic Equipment & Instruments,0.3748984686058367,0.49538767795095723,0
