Symbol,Name,GICS Sector,GICS Sub-Industry,ReturnSum,Rank
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,-0.0562794674988254,324
RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,0.12382487311697332,191
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,-0.35199903118336806,450
SBAC,SBA Communications,Real Estate,Specialized REITs,0.2588048576217261,92
SBUX,Starbucks Corp-,Consumer Discretionary,Restaurants,0.07359290611930192,231
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,-0.07776588678825647,340
SEE,Sealed Air,Materials,Paper Packaging,0.110297779814573,203
SHW,Sherwin-Williams,Materials,Specialty Chemicals,0.22575269486696925,111
SIVB,SVB Financial,Financials,Regional Banks,0.3198496147815604,56
SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,0.1486517632874893,164
SLB,Schlumberger Ltd-,Energy,Oil & Gas Equipment & Services,-0.7833941362623591,494
SLG,SL Green Realty,Real Estate,Office REITs,-0.47799934101931285,475
SNA,Snap-on,Industrials,Industrial Machinery,0.0010512623048271053,283
SNPS,Synopsys Inc-,Information Technology,Application Software,0.5044951657037018,20
SO,Southern Company,Utilities,Electric Utilities,0.025839624548098072,266
SPG,Simon Property Group Inc,Real Estate,Retail REITs,-0.6672457324893912,490
SPGI,"S&P Global, Inc-",Financials,Financial Exchanges & Data,0.22653467497002566,110
SRE,Sempra Energy,Utilities,Multi-Utilities,-0.11295698798494413,360
STE,STERIS plc,Health Care,Health Care Equipment,0.24597863926464925,101
STT,State Street Corp-,Financials,Asset Management & Custody Banks,-0.150139716672129,376
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",-0.07650739926612005,338
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,0.09943228643896873,208
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,0.10053322503517848,207
SWKS,Skyworks Solutions,Information Technology,Semiconductors,0.22349696943274466,116
SYF,Synchrony Financial,Financials,Consumer Finance,-0.21390713038272224,407
SYK,Stryker Corp-,Health Care,Health Care Equipment,0.12713399422500515,188
SYY,Sysco Corp-,Consumer Staples,Food Distributors,-0.16329443389258813,382
T,AT&T Inc-,Communication Services,Integrated Telecommunication Services,-0.2888056258962024,428
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,-0.1634926391125191,383
TDG,TransDigm Group,Industrials,Aerospace & Defense,-0.014989958664955338,299
TDY,Teledyne Technologies,Industrials,Aerospace & Defense,0.0884240444866009,217
TEL,TE Connectivity Ltd-,Information Technology,Electronic Manufacturing Services,0.140204818068014,171
TER,Teradyne,Information Technology,Semiconductor Equipment,0.4036093711765716,38
TFC,Truist Financial,Financials,Regional Banks,-0.17509059362055268,389
TFX,Teleflex,Health Care,Health Care Equipment,3.018595452886075E-4,285
TGT,Target Corp-,Consumer Discretionary,General Merchandise Stores,0.25704937167756725,94
TIF,Tiffany & Co-,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.016832574547152035,301
TJX,TJX Companies Inc-,Consumer Discretionary,Apparel Retail,-0.01613603881560266,300
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,0.41865058161783963,34
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,0.5300902409871924,15
TPR,"Tapestry, Inc-",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.03319488695706241,260
TROW,T- Rowe Price Group,Financials,Asset Management & Custody Banks,0.1305754404020263,186
TRV,The Travelers Companies Inc-,Financials,Property & Casualty Insurance,-0.011447186945588328,295
TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,0.34233874193159863,47
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,-0.3664902735763462,457
TT,Trane Technologies plc,Industrials,Building Products,0.35810915364709217,46
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,0.2767225693387445,80
TWTR,"Twitter, Inc-",Communication Services,Interactive Media & Services,0.33928209423902445,48
TXN,Texas Instruments,Information Technology,Semiconductors,0.2092758577200584,125
TXT,Textron Inc-,Industrials,Aerospace & Defense,-0.012555877823615447,297
TYL,Tyler Technologies,Information Technology,Application Software,0.3613372162799351,45
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.3462020544684492,448
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.3163145311700646,440
UAL,United Airlines Holdings,Industrials,Airlines,-0.821165107525303,496
UDR,"UDR, Inc-",Real Estate,Residential REITs,-0.1753511180431815,390
UHS,Universal Health Services,Health Care,Health Care Facilities,-0.06164865422761068,328
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,0.05182505828997819,244
UNH,UnitedHealth Group Inc-,Health Care,Managed Health Care,0.19714685789949726,132
UNM,Unum Group,Financials,Life & Health Insurance,-0.37532185757299885,460
UNP,Union Pacific Corp,Industrials,Railroads,0.12191444769268855,193
UPS,United Parcel Service,Industrials,Air Freight & Logistics,0.3177207802509656,60
URI,"United Rentals, Inc-",Industrials,Trading Companies & Distributors,0.22710757159075,109
USB,U-S- Bancorp,Financials,Diversified Banks,-0.3369008851586841,445
V,Visa Inc-,Information Technology,Data Processing & Outsourced Services,0.12235443226381904,192
VAR,Varian Medical Systems,Health Care,Health Care Equipment,0.19347417625249363,137
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.16783744360145647,386
VIAC,ViacomCBS,Communication Services,Movies & Entertainment,-0.2576233457075432,422
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,-0.6250937307049753,487
VMC,Vulcan Materials,Materials,Construction Materials,-0.03118011564220069,312
VNO,Vornado Realty Trust,Real Estate,Office REITs,-0.5294514508568682,479
VNT,Vontier,Information Technology,Electronic Equipment & Instruments,0.0102023433719296,276
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,0.3080818024027394,65
VRSN,Verisign Inc-,Information Technology,Internet Services & Infrastructure,0.029912461257481482,262
VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,0.02705662848529755,265
VTR,Ventas Inc,Real Estate,Health Care REITs,-0.11614061746513471,363
VTRS,Viatris,Health Care,Pharmaceuticals,-0.2019560684566386,403
VZ,Verizon Communications,Communication Services,Integrated Telecommunication Services,-0.002780244729365222,287
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Construction Machinery & Heavy Trucks,-0.07166219344071578,335
WAT,Waters Corporation,Health Care,Health Care Distributors,-0.005871460445632692,292
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,-0.30255570866575,435
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",-0.3092703357542632,437
WEC,WEC Energy Group,Utilities,Electric Utilities,0.1195591403520666,197
WELL,Welltower Inc-,Real Estate,Health Care REITs,-0.1821436025784351,394
WFC,Wells Fargo,Financials,Diversified Banks,-0.8120836351154139,495
WHR,Whirlpool Corp-,Consumer Discretionary,Household Appliances,0.23570013997232309,106
WLTW,Willis Towers Watson,Financials,Insurance Brokers,0.027650177147734212,264
WM,Waste Management Inc-,Industrials,Environmental & Facilities Services,0.08459840819705278,219
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,-0.12990703980904073,368
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,0.22224712758907117,119
WRB,W- R- Berkley Corporation,Financials,Property & Casualty Insurance,-0.005791159244836308,291
WRK,WestRock,Materials,Paper Packaging,-0.011063411133363843,294
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,0.6810883319267305,4
WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,-0.24475390766747296,418
WY,Weyerhaeuser,Real Estate,Specialized REITs,-0.017350311449263245,302
WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,-0.35088754710159265,449
XEL,Xcel Energy Inc,Utilities,Multi-Utilities,0.16153483049129136,155
XLNX,Xilinx,Information Technology,Semiconductors,0.2809934686811175,78
XOM,Exxon Mobil Corp-,Energy,Integrated Oil & Gas,-0.6627564865921158,488
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,-0.11327303490543272,361
XRX,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals",-0.5312261539802421,481
XYL,Xylem Inc-,Industrials,Industrial Machinery,0.2063364123023348,126
YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,0.019435260925092734,272
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,0.009025810955790803,277
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,0.30300733077456243,67
ZION,Zions Bancorp,Financials,Regional Banks,-0.3117367478844244,438
ZTS,Zoetis,Health Care,Pharmaceuticals,0.2707355536840623,81
